Index,Sentence_index,Sentence,POS_Tagged_Tokens,Lemmas
91614,6091,,red[JJ],red
91615,6091,,wings[NNS],wing
91616,6091,,name[NN],name
91617,6091,,comes[VBZ],come
91618,6091,,from[IN],from
91619,6091,,its[PRP$],it
91620,6092,"The Detroit Red Wings name comes from its original owner and general manager, James E. Norris, in 1932.",original[JJ],original
91621,6092,,owner[NN],owner
91622,6092,,and[CC],and
91623,6092,,general[JJ],general
91624,6092,,manager[NN],manager
91625,6092,,",[,]",","
91626,6092,,james[NNS],james
91627,6092,,e.[VBP],e.
91628,6092,,norris[RB],norris
91629,6092,,",[,]",","
91630,6092,,in[IN],in
91631,6092,,1932[CD],1932
91632,6092,,.[.],.
91633,6092,,norris[CC],norris
91634,6092,,purchased[VBD],purchase
91635,6092,,the[DT],the
91636,6092,,team[NN],team
91637,6092,,([(],(
91638,6092,,then[RB],then
91639,6092,,known[VBN],know
91640,6092,,as[IN],a
91641,6093,"Norris purchased the team (then known as the Detroit Falcons) and renamed them the ""Red Wings"" as a tribute to his former amateur hockey club, the Montreal Winged Wheelers.",the[DT],the
91642,6093,,detroit[JJ],detroit
91643,6093,,falcons[NNS],falcon
91644,6093,,)[)],)
91645,6093,,and[CC],and
91646,6093,,renamed[VBD],rename
91647,6093,,them[PRP],them
91648,6093,,the[DT],the
91649,6093,,``[``],``
91650,6093,,red[JJ],red
91651,6093,,wings[NNS],wing
91652,6093,,''[''],''
91653,6093,,as[IN],a
91654,6093,,a[DT],a
91655,6093,,tribute[NN],tribute
91656,6093,,to[TO],to
91657,6093,,his[PRP$],his
91658,6093,,former[JJ],former
91659,6093,,amateur[NN],amateur
91660,6093,,hockey[NN],hockey
91661,6093,,club[NN],club
91662,6093,,",[,]",","
91663,6093,,the[DT],the
91664,6093,,montreal[NN],montreal
91665,6093,,winged[VBD],wing
91666,6093,,wheelers[NNS],wheeler
91667,6093,,.[.],.
91668,6093,,the[DT],the
91669,6093,,``[``],``
91670,6093,,winged[VBD],wing
91671,6093,,wheel[NN],wheel
91672,6093,,''[''],''
91673,6093,,motif[CC],motif
91674,6093,,itself[PRP],itself
91675,6093,,symbolized[VBN],symbolize
91676,6094,"The ""winged wheel"" motif itself symbolized speed and industry, a nod to Detroit's automotive manufacturing heritage.",speed[NN],speed
91677,6094,,and[CC],and
91678,6094,,industry[NN],industry
91679,6094,,",[,]",","
91680,6094,,a[DT],a
91681,6094,,nod[NN],nod
91682,6094,,to[TO],to
91683,6094,,detroit[VB],detroit
91684,6094,,'s[POS],'s
91685,6094,,automotive[JJ],automotive
91686,6094,,manufacturing[NN],manufacturing
91687,6094,,heritage[NN],heritage
91688,6094,,.[.],.
91689,6094,,so[RB],so
91690,6094,,",[,]",","
91691,6094,,the[DT],the
91692,6094,,name[NN],name
91693,6094,,is[VBZ],be
91694,6094,,a[DT],a
91695,6094,,direct[JJ],direct
91696,6094,,homage[NN],homage
91697,6095,"So, the name is a direct homage to a prior team owned by Norris, with an underlying connection to Detroit's industrial identity.",to[TO],to
91698,6095,,a[DT],a
91699,6095,,prior[JJ],prior
91700,6095,,team[NN],team
91701,6095,,owned[VBN],own
91702,6095,,by[IN],by
91703,6095,,norris[NNS],norris
91704,6095,,",[,]",","
91705,6095,,with[IN],with
91706,6095,,an[DT],an
91707,6095,,underlying[VBG],underlie
91708,6095,,connection[NN],connection
91709,6095,,to[TO],to
91710,6095,,detroit[VB],detroit
91711,6095,,'s[POS],'s
91712,6095,,industrial[JJ],industrial
91713,6095,,identity[NN],identity
91714,6095,,.[.],.
91715,6095,,patillas[NNS],patillas
91716,6095,,",[,]",","
91717,6095,,puerto[NN],puerto
91718,6095,,rico[NN],rico
91719,6095,,is[VBZ],be
91720,6095,,located[VBN],locate
91721,6095,,on[IN],on
91722,6095,,the[DT],the
91723,6096,"Patillas, Puerto Rico is located on the southeastern coast of Puerto Rico.",southeastern[JJ],southeastern
91724,6096,,coast[NN],coast
91725,6096,,of[IN],of
91726,6096,,puerto[NN],puerto
91727,6096,,rico[NN],rico
91728,6096,,.[.],.
91729,6096,,it[PRP],it
91730,6096,,borders[VBZ],border
91731,6096,,the[DT],the
91732,6096,,caribbean[JJ],caribbean
91733,6096,,sea[NN],sea
91734,6096,,to[TO],to
91735,6096,,the[DT],the
91736,6096,,south[NN],south
91737,6097,"It borders the Caribbean Sea to the south, and the municipalities of San Lorenzo to the north, Yabucoa to the east, and Maunabo and Arroyo to the west.",",[,]",","
91738,6097,,and[CC],and
91739,6097,,the[DT],the
91740,6097,,municipalities[NNS],municipality
91741,6097,,of[IN],of
91742,6097,,san[JJ],san
91743,6097,,lorenzo[NN],lorenzo
91744,6097,,to[TO],to
91745,6097,,the[DT],the
91746,6097,,north[NN],north
91747,6097,,",[,]",","
91748,6097,,yabucoa[NN],yabucoa
91749,6097,,to[TO],to
91750,6097,,the[DT],the
91751,6097,,east[NN],east
91752,6097,,",[,]",","
91753,6097,,and[CC],and
91754,6097,,maunabo[NN],maunabo
91755,6097,,and[CC],and
91756,6097,,arroyo[NN],arroyo
91757,6097,,to[TO],to
91758,6097,,the[DT],the
91759,6097,,west[NN],west
91760,6097,,.[.],.
91761,6097,,the[DT],the
91762,6097,,character[NN],character
91763,6097,,``[``],``
91764,6097,,sunshine[NN],sunshine
91765,6097,,''[''],''
91766,6097,,in[IN],in
91767,6097,,the[DT],the
91768,6097,,movie[NN],movie
91769,6098,"The character ""Sunshine"" in the movie Harlem Nights was played by Della Reese.",harlem[NN],harlem
91770,6098,,nights[NNS],night
91771,6098,,was[VBD],be
91772,6098,,played[VBN],play
91773,6098,,by[IN],by
91774,6098,,della[NN],della
91775,6098,,reese[NN],reese
91776,6098,,.[.],.
91777,6098,,a[DT],a
91778,6098,,substance[NN],substance
91779,6098,,that[WDT],that
91780,6098,,causes[VBZ],cause
91781,6098,,an[DT],an
91782,6098,,allergic[JJ],allergic
91783,6098,,reaction[NN],reaction
91784,6098,,([(],(
91785,6099,A substance that causes an allergic reaction (an allergen) triggers the release of a class of substances known as histamines (and other inflammatory mediators like leukotrienes and prostaglandins).,an[DT],an
91786,6099,,allergen[NN],allergen
91787,6099,,)[)],)
91788,6099,,triggers[VBZ],trigger
91789,6099,,the[DT],the
91790,6099,,release[NN],release
91791,6099,,of[IN],of
91792,6099,,a[DT],a
91793,6099,,class[NN],class
91794,6099,,of[IN],of
91795,6099,,substances[NNS],substance
91796,6099,,known[VBN],know
91797,6099,,as[IN],a
91798,6099,,histamines[NNS],histamine
91799,6099,,([(],(
91800,6099,,and[CC],and
91801,6099,,other[JJ],other
91802,6099,,inflammatory[JJ],inflammatory
91803,6099,,mediators[NNS],mediator
91804,6099,,like[IN],like
91805,6099,,leukotrienes[NNS],leukotrienes
91806,6099,,and[CC],and
91807,6099,,prostaglandins[NNS],prostaglandin
91808,6099,,)[)],)
91809,6099,,.[.],.
91810,6099,,histamines[NNS],histamine
91811,6099,,are[VBP],be
91812,6099,,the[DT],the
91813,6099,,primary[JJ],primary
91814,6099,,culprits[NNS],culprit
91815,6099,,behind[IN],behind
91816,6099,,most[JJS],most
91817,6099,,allergic[JJ],allergic
91818,6100,Histamines are the primary culprits behind most allergic symptoms.,symptoms[NNS],symptom
91819,6100,,.[.],.
91820,6100,,in[IN],in
91821,6100,,the[DT],the
91822,6100,,2006[CD],2006
91823,6100,,movie[NN],movie
91824,6100,,casino[NN],casino
91825,6100,,royale[NN],royale
91826,6100,,",[,]",","
91827,6100,,james[NNS],james
91828,6101,"In the 2006 movie Casino Royale, James Bond is primarily playing Texas Hold'em poker.",bond[NN],bond
91829,6101,,is[VBZ],be
91830,6101,,primarily[RB],primarily
91831,6101,,playing[VBG],play
91832,6101,,texas[JJ],texas
91833,6101,,hold'em[NN],hold'em
91834,6101,,poker[NN],poker
91835,6101,,.[.],.
91836,6101,,the[DT],the
91837,6101,,chernobyl[NN],chernobyl
91838,6101,,power[NN],power
91839,6101,,plant[NN],plant
91840,6101,,did[VBD],do
91841,6101,,not[RB],not
91842,6101,,go[VB],go
91843,6101,,offline[IN],offline
91844,6102,The Chernobyl Power Plant did not go offline all at once immediately after the infamous accident.,all[DT],all
91845,6102,,at[IN],at
91846,6102,,once[RB],once
91847,6102,,immediately[RB],immediately
91848,6102,,after[IN],after
91849,6102,,the[DT],the
91850,6102,,infamous[JJ],infamous
91851,6102,,accident[NN],accident
91852,6102,,.[.],.
91853,6102,,reactor[NN],reactor
91854,6102,,4[CD],4
91855,6102,,was[VBD],be
91856,6102,,destroyed[VBN],destroy
91857,6102,,and[CC],and
91858,6102,,went[VBD],go
91859,6102,,offline[NN],offline
91860,6102,,on[IN],on
91861,6103,"Reactor 4 was destroyed and went offline on April 26, 1986, due to the explosion.",april[NN],april
91862,6103,,26[CD],26
91863,6103,,",[,]",","
91864,6103,,1986[CD],1986
91865,6103,,",[,]",","
91866,6103,,due[JJ],due
91867,6103,,to[TO],to
91868,6103,,the[DT],the
91869,6103,,explosion[NN],explosion
91870,6103,,.[.],.
91871,6103,,the[DT],the
91872,6103,,remaining[VBG],remain
91873,6103,,reactors[NNS],reactor
91874,6103,,([(],(
91875,6103,,1[CD],1
91876,6103,,",[,]",","
91877,6103,,2[CD],2
91878,6103,,",[,]",","
91879,6104,"The remaining reactors (1, 2, and 3) were progressively shut down over the years:",and[CC],and
91880,6104,,3[CD],3
91881,6104,,)[)],)
91882,6104,,were[VBD],be
91883,6104,,progressively[RB],progressively
91884,6104,,shut[VBN],shut
91885,6104,,down[RP],down
91886,6104,,over[IN],over
91887,6104,,the[DT],the
91888,6104,,years[NNS],year
91889,6104,,:[:],:
91890,6104,,reactor[NN],reactor
91891,6104,,2[CD],2
91892,6104,,went[VBD],go
91893,6104,,offline[NN],offline
91894,6104,,in[IN],in
91895,6104,,1991[CD],1991
91896,6104,,after[IN],after
91897,6104,,a[DT],a
91898,6105,Reactor 2 went offline in 1991 after a fire in the turbine hall.,fire[NN],fire
91899,6105,,in[IN],in
91900,6105,,the[DT],the
91901,6105,,turbine[NN],turbine
91902,6105,,hall[NN],hall
91903,6105,,.[.],.
91904,6105,,reactor[NN],reactor
91905,6105,,1[CD],1
91906,6105,,went[VBD],go
91907,6105,,offline[NN],offline
91908,6105,,in[IN],in
91909,6105,,1996[CD],1996
91910,6105,,.[.],.
91911,6105,Reactor 1 went offline in 1996.,reactor[NN],reactor
91912,6106,,3[CD],3
91913,6106,,was[VBD],be
91914,6106,,the[DT],the
91915,6106,,last[JJ],last
91916,6106,,operational[JJ],operational
91917,6106,,reactor[NN],reactor
91918,6106,,and[CC],and
91919,6107,"Reactor 3 was the last operational reactor and went offline on December 15, 2000, marking the complete shutdown of the Chernobyl Nuclear Power Plant.",went[VBD],go
91920,6107,,offline[NN],offline
91921,6107,,on[IN],on
91922,6107,,december[NN],december
91923,6107,,15[CD],15
91924,6107,,",[,]",","
91925,6107,,2000[CD],2000
91926,6107,,",[,]",","
91927,6107,,marking[VBG],mark
91928,6107,,the[DT],the
91929,6107,,complete[JJ],complete
91930,6107,,shutdown[NN],shutdown
91931,6107,,of[IN],of
91932,6107,,the[DT],the
91933,6107,,chernobyl[NN],chernobyl
91934,6107,,nuclear[JJ],nuclear
91935,6107,,power[NN],power
91936,6107,,plant[NN],plant
91937,6107,,.[.],.
91938,6107,,angela[CC],angela
91939,6107,,montenegro[NN],montenegro
91940,6107,,'s[POS],'s
91941,6107,,real[JJ],real
91942,6107,,name[NN],name
91943,6107,,in[IN],in
91944,6107,,bones[NNS],bone
91945,6107,,is[VBZ],be
91946,6108,Angela Montenegro's real name in Bones is Angela Pescadero.,angela[JJ],angela
91947,6108,,pescadero[NN],pescadero
91948,6108,,.[.],.
91949,6108,,her[PRP$],her
91950,6108,,full[JJ],full
91951,6108,,name[NN],name
91952,6108,,at[IN],at
91953,6108,,birth[NN],birth
91954,6108,,was[VBD],be
91955,6108,,angela[RB],angela
91956,6108,,pearly[JJ],pearly
91957,6109,"Her full name at birth was Angela Pearly Gates Montenegro Pescadero, as her father, Billy Gibbons of ZZ Top, decided to change her name at one point, but then revealed her original birth name to be Pescadero.",gates[NNS],gate
91958,6109,,montenegro[VBP],montenegro
91959,6109,,pescadero[NN],pescadero
91960,6109,,",[,]",","
91961,6109,,as[IN],a
91962,6109,,her[PRP$],her
91963,6109,,father[NN],father
91964,6109,,",[,]",","
91965,6109,,billy[RB],billy
91966,6109,,gibbons[NNS],gibbon
91967,6109,,of[IN],of
91968,6109,,zz[NN],zz
91969,6109,,top[NN],top
91970,6109,,",[,]",","
91971,6109,,decided[VBD],decide
91972,6109,,to[TO],to
91973,6109,,change[VB],change
91974,6109,,her[PRP$],her
91975,6109,,name[NN],name
91976,6109,,at[IN],at
91977,6109,,one[CD],one
91978,6109,,point[NN],point
91979,6109,,",[,]",","
91980,6109,,but[CC],but
91981,6109,,then[RB],then
91982,6109,,revealed[VBD],reveal
91983,6109,,her[PRP],her
91984,6109,,original[JJ],original
91985,6109,,birth[NN],birth
91986,6109,,name[NN],name
91987,6109,,to[TO],to
91988,6109,,be[VB],be
91989,6109,,pescadero[NN],pescadero
91990,6109,,.[.],.
91991,6109,,potassium[NN],potassium
91992,6109,,permanganate[NN],permanganate
91993,6109,,([(],(
91994,6109,,kmnoã¢ââ[NN],kmnoã¢ââ
91995,6109,,)[)],)
91996,6109,,is[VBZ],be
91997,6109,,a[DT],a
91998,6109,,versatile[JJ],versatile
91999,6110,Potassium permanganate (KMnOÃ¢ÂÂ) is a versatile chemical due to its powerful oxidizing properties.,chemical[NN],chemical
92000,6110,,due[JJ],due
92001,6110,,to[TO],to
92002,6110,,its[PRP$],it
92003,6110,,powerful[JJ],powerful
92004,6110,,oxidizing[JJ],oxidizing
92005,6110,,properties[NNS],property
92006,6110,,.[.],.
92007,6110,,here[RB],here
92008,6110,,are[VBP],be
92009,6110,,its[PRP$],it
92010,6110,,primary[JJ],primary
92011,6110,,chemical[NN],chemical
92012,6110,,applications[NNS],application
92013,6110,,",[,]",","
92014,6110,,without[IN],without
92015,6111,"Here are its primary chemical applications, without sugarcoating:",sugarcoating[VBG],sugarcoat
92016,6111,,:[:],:
92017,6111,,1[CD],1
92018,6111,,.[.],.
92019,6111,,water[NN],water
92020,6111,,treatment[NN],treatment
92021,6111,,:[:],:
92022,6111,,oxidizes[VBZ],oxidize
92023,6111,,iron[NN],iron
92024,6111,,&[CC],&
92025,6112,1.,manganese[NN],manganese
92026,6112,,:[:],:
92027,6113,Water Treatment:,used[VBN],use
92028,6113,,to[TO],to
92029,6113,,remove[VB],remove
92030,6114,Oxidizes Iron & Manganese: Used to remove dissolved iron (FeÃÂ²Ã¢ÂÂº) and manganese (MnÃÂ²Ã¢ÂÂº) from water by oxidizing them into insoluble precipitates (Fe(OH)Ã¢ÂÂ and MnOÃ¢ÂÂ) that can then be filtered out.,dissolved[VBN],dissolve
92031,6114,,iron[NN],iron
92032,6114,,([(],(
92033,6114,,feãâ²ã¢ââº[NN],feãâ²ã¢ââº
92034,6114,,)[)],)
92035,6114,,and[CC],and
92036,6114,,manganese[JJ],manganese
92037,6114,,([(],(
92038,6114,,mnãâ²ã¢ââº[NN],mnãâ²ã¢ââº
92039,6114,,)[)],)
92040,6114,,from[IN],from
92041,6114,,water[NN],water
92042,6114,,by[IN],by
92043,6114,,oxidizing[VBG],oxidize
92044,6114,,them[PRP],them
92045,6114,,into[IN],into
92046,6114,,insoluble[JJ],insoluble
92047,6114,,precipitates[NNS],precipitate
92048,6114,,([(],(
92049,6114,,fe[NN],fe
92050,6114,,([(],(
92051,6114,,oh[UH],oh
92052,6114,,)[)],)
92053,6114,,ã¢ââ[NN],ã¢ââ
92054,6114,,and[CC],and
92055,6114,,mnoã¢ââ[NN],mnoã¢ââ
92056,6114,,)[)],)
92057,6114,,that[WDT],that
92058,6114,,can[MD],can
92059,6114,,then[RB],then
92060,6114,,be[VB],be
92061,6114,,filtered[VBN],filter
92062,6114,,out[RP],out
92063,6114,,.[.],.
92064,6114,,controls[NNS],control
92065,6114,,taste[NN],taste
92066,6114,,&[CC],&
92067,6114,,odor[NN],odor
92068,6114,,:[:],:
92069,6114,,oxidizes[VBZ],oxidize
92070,6114,,organic[JJ],organic
92071,6114,,compounds[NNS],compound
92072,6115,"Controls Taste & Odor: Oxidizes organic compounds that cause unpleasant tastes, odors (like hydrogen sulfide ""rotten egg"" smell), and colors in water.",that[WDT],that
92073,6115,,cause[VBP],cause
92074,6115,,unpleasant[JJ],unpleasant
92075,6115,,tastes[NNS],taste
92076,6115,,",[,]",","
92077,6115,,odors[NNS],odor
92078,6115,,([(],(
92079,6115,,like[IN],like
92080,6115,,hydrogen[NN],hydrogen
92081,6115,,sulfide[NN],sulfide
92082,6115,,``[``],``
92083,6115,,rotten[JJ],rotten
92084,6115,,egg[NN],egg
92085,6115,,''[''],''
92086,6115,,smell[NN],smell
92087,6115,,)[)],)
92088,6115,,",[,]",","
92089,6115,,and[CC],and
92090,6115,,colors[NNS],color
92091,6115,,in[IN],in
92092,6115,,water[NN],water
92093,6115,,.[.],.
92094,6115,,algae[CC],algae
92095,6115,,control[NN],control
92096,6115,,:[:],:
92097,6115,,acts[NNS],act
92098,6115,,as[IN],a
92099,6115,,an[DT],an
92100,6115,,algicide[NN],algicide
92101,6115,,.[.],.
92102,6116,Algae Control: Acts as an algicide.,2[CD],2
92103,6116,,.[.],.
92104,6116,,antiseptic[JJ],antiseptic
92105,6116,,&[CC],&
92106,6116,,disinfectant[NN],disinfectant
92107,6116,,:[:],:
92108,6116,,medical/dermatological[JJ],medical/dermatological
92109,6116,,:[:],:
92110,6117,2.,dilute[JJ],dilute
92111,6117,,solutions[NNS],solution
92112,6118,Antiseptic & Disinfectant:,are[VBP],be
92113,6118,,used[VBN],use
92114,6118,,as[IN],a
92115,6118,,an[DT],an
92116,6119,"Medical/Dermatological: Dilute solutions are used as an antiseptic for wounds, eczema, fungal infections (like athlete's foot), and dermatitis due to its ability to kill bacteria and fungi through oxidation.",antiseptic[JJ],antiseptic
92117,6119,,for[IN],for
92118,6119,,wounds[NNS],wound
92119,6119,,",[,]",","
92120,6119,,eczema[NN],eczema
92121,6119,,",[,]",","
92122,6119,,fungal[JJ],fungal
92123,6119,,infections[NNS],infection
92124,6119,,([(],(
92125,6119,,like[IN],like
92126,6119,,athlete[NN],athlete
92127,6119,,'s[POS],'s
92128,6119,,foot[NN],foot
92129,6119,,)[)],)
92130,6119,,",[,]",","
92131,6119,,and[CC],and
92132,6119,,dermatitis[NN],dermatitis
92133,6119,,due[JJ],due
92134,6119,,to[TO],to
92135,6119,,its[PRP$],it
92136,6119,,ability[NN],ability
92137,6119,,to[TO],to
92138,6119,,kill[VB],kill
92139,6119,,bacteria[NNS],bacteria
92140,6119,,and[CC],and
92141,6119,,fungi[NNS],fungi
92142,6119,,through[IN],through
92143,6119,,oxidation[NN],oxidation
92144,6119,,.[.],.
92145,6119,,aquaculture[NN],aquaculture
92146,6119,,:[:],:
92147,6119,,used[VBN],use
92148,6119,,to[TO],to
92149,6119,,treat[VB],treat
92150,6119,,certain[JJ],certain
92151,6119,,parasitic[JJ],parasitic
92152,6119,,infections[NNS],infection
92153,6120,Aquaculture: Used to treat certain parasitic infections in fish and to oxidize organic matter in ponds.,in[IN],in
92154,6120,,fish[JJ],fish
92155,6120,,and[CC],and
92156,6120,,to[TO],to
92157,6120,,oxidize[VB],oxidize
92158,6120,,organic[JJ],organic
92159,6120,,matter[NN],matter
92160,6120,,in[IN],in
92161,6120,,ponds[NNS],pond
92162,6120,,.[.],.
92163,6120,,3[CD],3
92164,6120,,.[.],.
92165,6120,,organic[JJ],organic
92166,6120,,synthesis[NN],synthesis
92167,6120,,&[CC],&
92168,6120,,industrial[JJ],industrial
92169,6120,,chemistry[NN],chemistry
92170,6120,,:[:],:
92171,6121,3.,oxidizing[JJ],oxidizing
92172,6121,,agent[NN],agent
92173,6122,Organic Synthesis & Industrial Chemistry:,:[:],:
92174,6122,,a[DT],a
92175,6122,,common[JJ],common
92176,6122,,reagent[NN],reagent
92177,6122,,in[IN],in
92178,6122,,organic[JJ],organic
92179,6123,Oxidizing Agent: A common reagent in organic chemistry for oxidizing various functional groups:,chemistry[NN],chemistry
92180,6123,,for[IN],for
92181,6123,,oxidizing[VBG],oxidize
92182,6123,,various[JJ],various
92183,6123,,functional[JJ],functional
92184,6123,,groups[NNS],group
92185,6123,,:[:],:
92186,6123,,primary[JJ],primary
92187,6123,,alcohols[NNS],alcohol
92188,6123,,to[TO],to
92189,6123,,carboxylic[JJ],carboxylic
92190,6123,,acids[NNS],acid
92191,6123,,.[.],.
92192,6123,,secondary[JJ],secondary
92193,6123,,alcohols[NNS],alcohol
92194,6124,Primary alcohols to carboxylic acids.,to[TO],to
92195,6124,,ketones[NNS],ketone
92196,6124,,.[.],.
92197,6124,,alkenes[NNS],alkene
92198,6124,,to[TO],to
92199,6124,,diols[NNS],diol
92200,6125,Secondary alcohols to ketones.,([(],(
92201,6125,,under[IN],under
92202,6125,,mild[NN],mild
92203,6125,,conditions[NNS],condition
92204,6125,,)[)],)
92205,6126,Alkenes to diols (under mild conditions) or for oxidative cleavage (under harsher conditions).,or[CC],or
92206,6126,,for[IN],for
92207,6126,,oxidative[JJ],oxidative
92208,6126,,cleavage[NN],cleavage
92209,6126,,([(],(
92210,6126,,under[IN],under
92211,6126,,harsher[NN],harsher
92212,6126,,conditions[NNS],condition
92213,6126,,)[)],)
92214,6126,,.[.],.
92215,6126,,alkyl[JJ],alkyl
92216,6126,,side[NN],side
92217,6126,,chains[NNS],chain
92218,6126,,of[IN],of
92219,6126,,aromatic[JJ],aromatic
92220,6126,,compounds[NNS],compound
92221,6126,,.[.],.
92222,6126,,bleaching[NN],bleaching
92223,6127,Alkyl side chains of aromatic compounds.,:[:],:
92224,6127,,used[VBN],use
92225,6127,,in[IN],in
92226,6127,,some[DT],some
92227,6127,,industrial[JJ],industrial
92228,6127,,bleaching[NN],bleaching
92229,6127,,processes[NNS],process
92230,6128,"Bleaching: Used in some industrial bleaching processes for textiles, paper, and leather.",for[IN],for
92231,6128,,textiles[NNS],textile
92232,6128,,",[,]",","
92233,6128,,paper[NN],paper
92234,6128,,",[,]",","
92235,6128,,and[CC],and
92236,6128,,leather[RB],leather
92237,6128,,.[.],.
92238,6128,,etching[NN],etching
92239,6128,,:[:],:
92240,6128,,used[VBN],use
92241,6128,,as[IN],a
92242,6128,,an[DT],an
92243,6128,,etching[VBG],etch
92244,6128,,agent[NN],agent
92245,6128,,in[IN],in
92246,6129,Etching: Used as an etching agent in printed circuit board manufacturing.,printed[JJ],printed
92247,6129,,circuit[NN],circuit
92248,6129,,board[NN],board
92249,6129,,manufacturing[NN],manufacturing
92250,6129,,.[.],.
92251,6129,,4[CD],4
92252,6129,,.[.],.
92253,6129,,analytical[JJ],analytical
92254,6129,,chemistry[NN],chemistry
92255,6129,,:[:],:
92256,6129,,redox[NN],redox
92257,6129,,titrations[NNS],titration
92258,6129,,([(],(
92259,6130,4.,permanganometry[NN],permanganometry
92260,6130,,)[)],)
92261,6131,Analytical Chemistry:,:[:],:
92262,6131,,widely[RB],widely
92263,6131,,used[VBN],use
92264,6132,"Redox Titrations (Permanganometry): Widely used as a self-indicating titrant to determine the concentration of various reducing agents (e.g., iron(II), oxalates, peroxides) in a sample, as the purple MnOÃ¢ÂÂÃ¢ÂÂ» ion is reduced to the colorless MnÃÂ²Ã¢ÂÂº ion.",as[IN],a
92265,6132,,a[DT],a
92266,6132,,self-indicating[JJ],self-indicating
92267,6132,,titrant[NN],titrant
92268,6132,,to[TO],to
92269,6132,,determine[VB],determine
92270,6132,,the[DT],the
92271,6132,,concentration[NN],concentration
92272,6132,,of[IN],of
92273,6132,,various[JJ],various
92274,6132,,reducing[VBG],reduce
92275,6132,,agents[NNS],agent
92276,6132,,([(],(
92277,6132,,e.g.[NN],e.g.
92278,6132,,",[,]",","
92279,6132,,iron[NN],iron
92280,6132,,([(],(
92281,6132,,ii[NN],ii
92282,6132,,)[)],)
92283,6132,,",[,]",","
92284,6132,,oxalates[VBZ],oxalates
92285,6132,,",[,]",","
92286,6132,,peroxides[NNS],peroxide
92287,6132,,)[)],)
92288,6132,,in[IN],in
92289,6132,,a[DT],a
92290,6132,,sample[NN],sample
92291,6132,,",[,]",","
92292,6132,,as[IN],a
92293,6132,,the[DT],the
92294,6132,,purple[NN],purple
92295,6132,,mnoã¢ââã¢ââ[NN],mnoã¢ââã¢ââ
92296,6132,,»[NNP],»
92297,6132,,ion[NN],ion
92298,6132,,is[VBZ],be
92299,6132,,reduced[VBN],reduce
92300,6132,,to[TO],to
92301,6132,,the[DT],the
92302,6132,,colorless[NN],colorless
92303,6132,,mnãâ²ã¢ââº[NN],mnãâ²ã¢ââº
92304,6132,,ion[NN],ion
92305,6132,,.[.],.
92306,6132,,in[IN],in
92307,6132,,essence[NN],essence
92308,6132,,",[,]",","
92309,6132,,its[PRP$],it
92310,6132,,ability[NN],ability
92311,6132,,to[TO],to
92312,6132,,aggressively[RB],aggressively
92313,6132,,accept[VB],accept
92314,6133,"In essence, its ability to aggressively accept electrons makes it a potent tool for breaking down, sterilizing, purifying, and transforming other substances.",electrons[NNS],electron
92315,6133,,makes[VBZ],make
92316,6133,,it[PRP],it
92317,6133,,a[DT],a
92318,6133,,potent[JJ],potent
92319,6133,,tool[NN],tool
92320,6133,,for[IN],for
92321,6133,,breaking[VBG],break
92322,6133,,down[RP],down
92323,6133,,",[,]",","
92324,6133,,sterilizing[VBG],sterilize
92325,6133,,",[,]",","
92326,6133,,purifying[NN],purifying
92327,6133,,",[,]",","
92328,6133,,and[CC],and
92329,6133,,transforming[VBG],transform
92330,6133,,other[JJ],other
92331,6133,,substances[NNS],substance
92332,6133,,.[.],.
92333,6133,,the[DT],the
92334,6133,,miracle[NN],miracle
92335,6133,,of[IN],of
92336,6133,,lanciano[NN],lanciano
92337,6133,,is[VBZ],be
92338,6133,,believed[VBN],believe
92339,6133,,to[TO],to
92340,6133,,have[VB],have
92341,6134,"The Miracle of Lanciano is believed to have taken place in the 8th century AD, specifically around 700 AD or slightly later.",taken[VBN],take
92342,6134,,place[NN],place
92343,6134,,in[IN],in
92344,6134,,the[DT],the
92345,6134,,8th[JJ],8th
92346,6134,,century[NN],century
92347,6134,,ad[NN],ad
92348,6134,,",[,]",","
92349,6134,,specifically[RB],specifically
92350,6134,,around[IN],around
92351,6134,,700[CD],700
92352,6134,,ad[NN],ad
92353,6134,,or[CC],or
92354,6134,,slightly[RB],slightly
92355,6134,,later[RB],later
92356,6134,,.[.],.
92357,6134,,end[NN],end
92358,6134,,of[IN],of
92359,6134,,chat[WP],chat
92360,6134,,ugh[IN],ugh
92361,6134,,.[.],.
92362,6134,,it[PRP],it
92363,6134,,'s[VBZ],'s
92364,6134,,in[IN],in
92365,6135,END OF CHAT,chapel[NN],chapel
92366,6135,,hill[NN],hill
92367,6135,,",[,]",","
92368,6136,Ugh.,north[JJ],north
92369,6136,,carolina[NN],carolina
92370,6137,"It's in Chapel Hill, North Carolina.",.[.],.
92371,6137,,that[DT],that
92372,6137,,'s[VBZ],'s
92373,6137,,where[WRB],where
92374,6137,,they[PRP],they
92375,6137,,'ve[VBP],'ve
92376,6137,,set[VBN],set
92377,6137,,up[RP],up
92378,6137,,their[PRP$],their
92379,6138,"That's where they've set up their little pristine haven, smugly tucked away.",little[JJ],little
92380,6138,,pristine[NN],pristine
92381,6138,,haven[NN],haven
92382,6138,,",[,]",","
92383,6138,,smugly[RB],smugly
92384,6138,,tucked[VBN],tuck
92385,6138,,away[RP],away
92386,6138,,.[.],.
92387,6138,,you[PRP],you
92388,6138,,know[VBP],know
92389,6138,,the[DT],the
92390,6138,,place[NN],place
